audio,caption
dataset/Larry gaaga x umuobiligbo - Owo ni koko.MP3,"upbeat, joyful, Afrobeats, highlife, male, collaboration, Nigerian music"
dataset/Koffee  Shine .mp3,"upbeat,happy,energetic, reggae, female, Jamaican"
dataset/Post malone ft future and halsey - Die for me.MP3,"energetic,sad, hip hop, mixed, collaboration"
dataset/Voltage Of Hype ft Magnito - Amapiano-Breakfast.mp3,"energetic, hype, Amapiano, male, ft Magnito"
dataset/Elvirgo-Malume-Nta-Swi-Byela-Mani-Revisit-ft-Chicco-TallexQ.mp3,"upbeat, energetic, afro-pop, male, collaboration"
dataset/Yemi Alade - I Choose You.mp3,"empowering, uplifting, Afrobeat, female, love, relationships"
dataset/Meloboyz feat Ugoccie - Show You.mp3,"energetic, upbeat, lively, afrobeats, mixed, collaboration, dance"
dataset/Libianca - People.MP3,"uplifting,happy, pop, female, empowering"
dataset/Dj Diamond ft Zamora - Shomo.mp3,"upbeat, energetic, afrobeat, mixed, collaboration"
dataset/Cuppy & Tekno - Green Light.mp3,"upbeat, energetic, Afrobeats, mixed, collaboration, danceable"
dataset/Cardi b - Press.MP3,"energetic, bold, confident, rap, hip hop, female, explicit"
dataset/Mr eazi ft sneakbo and just sul - Chicken curry.MP3,"upbeat, energetic, afrobeats, male, collaboration, danceable"
dataset/Demi lovato - Dancing with the devil.MP3,"emotional, intense, pop, female, powerful vocals"
dataset/Teni-Jalingo.mp3,"energetic,happy, Afrobeat, female, collaboration"
dataset/DeKeaY - Shaya Uptize (Original Mix)_(muzmo.pro).mp3,"upbeat, energetic, house, male, instrumental"
dataset/Kygo & imagine dragons - Born to be yours.MP3,"upbeat, positive, pop, electronic, mixed, collaboration"
dataset/D'prince ft rema - Lavida.MP3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Dreezy - Can't Trust A Soul Ft  PnB Rock.mp3,"energetic, catchy, hip hop, rap, female, collaboration"
dataset/Ogechukwu (feat. The Cavemen.).mp3,"happy, upbeat, Afrobeat, male, feat. The Cavemen"
dataset/J-S-Projects-Mmata-Magic-ft-Sammy-East-Siphe-Magoda-Isela-(JustNaija.com).mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Peruzzi-Things I Need.mp3,"upbeat,happy, Afrobeat, male, Nigerian"
dataset/Blaqbonez ft falz - Boombastic.MP3,"energetic,hype, Afrobeats, Male, collaboration"
dataset/Demi grace - Come closer.MP3,"upbeat, energetic, pop, female, dance"
dataset/PLANTATION BOIZ - IF LIFE.mp3,"energetic, uplifting, hip hop, male, catchy lyrics"
dataset/TEKNO - Pana.mp3,"upbeat,dance, Afrobeat, male, "
"dataset/Wale, cool & dre ft. j. cole - Poke it out.MP3","cool, hype, hip hop, male, collaboration, popular"
"dataset/Tiwa Savage, Ayra Starr, Young Jonn - Stamina.mp3","energetic,empowering, afrobeats, female, collaboration"
dataset/Shekhinah - Please mr.MP3,"upbeat, feel-good, pop, female, catchy"
dataset/BOI CHASE FT BERRI - TIGA -Money.mp3,"energetic, upbeat, hip hop, male, collaboration"
dataset/Ice Prince - Jambo.mp3,"upbeat,happy, Afrobeats, male, danceable"
dataset/Martin - Belinda.mp3,"energetic, happy, romantic, pop, male, love song"
dataset/Taylor swift ft ed sheeran and future - End game.MP3,"energetic, upbeat, pop, mixed, collaboration"
dataset/Kizz Daniel ft davido  - One Ticket clean .mp3,"upbeat, romantic, Afrobeats, male, "
dataset/Pheelz YeYe.mp3,"upbeat,happy, afrobeat, male, "
dataset/Prince kaybee ft nokwazi - Ebabayo.MP3,"joyful, energetic, upbeat, house, male, collaboration, South African"
dataset/SUPTA-Emathandweni-Ft-Thalitha-Dj-Jim-MasterShine.mp3,"upbeat, romantic, house, mixed, collaboration"
dataset/Tems - Crazy Tings.mp3,"sultry, mysterious, Afrobeats, R&B, female, Nigerian"
dataset/Timaya - 2 stoopid.MP3,"upbeat, energetic, Afrobeats, male, dance music"
dataset/Demmie vee ft kizz daniel - You go wait.MP3,"emotional, hopeful, Afrobeat, Male, collaboration"
dataset/Abuga-Alimi-ft-Portable clean .mp3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Skiibii - MovingTrain.mp3,"energetic, upbeat, afrobeat, male, dance"
dataset/Funbi - My intentions.MP3,"happy, upbeat, Afrobeat, female, Nigerian"
dataset/Fireboy dml - Eli.MP3,"upbeat, energetic, Afrobeats, male, Nigerian, dance"
dataset/King-Promise feat Gabzy - Perfect-Combi.mp3,"upbeat, romantic, afrobeat, male, collaboration"
dataset/Tekno ft shallipopi - So what.MP3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Ali gatie - Strangers again.MP3,"melancholic, pop, male, heartbreak"
dataset/Mayorkun - For daddy.MP3,"happy, upbeat, Afrobeat, male, celebratory"
dataset/Ajebo Hustlers feat. Omah Lay - Pronto dflamz radio .mp3,"upbeat, energetic, Afrobeats, male, collaboration, radio edit"
dataset/Teni - Party Next Door.mp3,"upbeat, party, Afrobeats, female, Nigerian"
dataset/Skales - Oliver Twist (Remix) ft Harmonize & Falz.mp3,"upbeat,dance, Afrobeat, male, collaboration"
dataset/Chloe balley - Surprise.MP3,"upbeat, R&B, female, pop"
dataset/Kronan - Superhuman (feat. Niniola).mp3,"energetic,uplifting, pop, mixed, collaboration"
dataset/Balcony Mix Africa Major League Djz  Murumba Pitch feat MathandosSON  Omit ST -  Making Love.mp3,"uplifting,happy, afrobeat, male, collaboration"
dataset/Ugo_Loud_X_ Niniola.mp3,"upbeat, energetic, afrobeat, female, "
dataset/Teni and p. priime - Come and see.MP3,"upbeat,happy, afrobeats, female, collaboration"
dataset/Korede Bello - Way Life Goes.mp3,"upbeat,happy, Afrobeat, male, Nigerian"
dataset/Jax-Mashonisa-Ft-Shebeshxt-Masilo-Dollar-SA-Slow-poission-SA.mp3,"slow,poignant, hip hop, mixed, "
dataset/Halsey - You should be sad.MP3,"sad, pop, female, breakup"
"dataset/Lsd, labrinth, sia - Genius.MP3","energetic, catchy, pop, electronic, mixed, collaboration"
dataset/Roddy ricch - The box.MP3,"energetic,hype, hip-hop, male, popular"
dataset/Tinashe - Ooh la la.MP3,"upbeat, energetic, pop, R&B, female, catchy"
dataset/Simi ft adekunle - By you.MP3,"romantic, soothing, Afrobeat, mixed, collaboration, love"
dataset/Johnny_Drille_Ft_Adekunle_Gold_-_Journey_Of_Our_Lives.mp3,"upbeat, emotional, Afrobeat, male, collaboration"
"dataset/Major lazer ft joeboy , busy signal - Sun comes up.MP3","happy, energetic, dancehall, afrobeats, mixed, collaboration"
dataset/Basketmouth ft peruzzi - Celowi.MP3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Soft - Tattoo (Remix) ft Davido.mp3,"soft, remix, mixed, ft Davido"
"dataset/Ayra Starr, Kelly Rowland - Bloody Samaritan (Remix).mp3","energetic, powerful, afrobeats, pop, female, remix"
dataset/Lil uzi vert - Just wanna rock.MP3,"energetic, upbeat, rap, hip hop, male, Lil Uzi Vert"
dataset/Ally brooke ft boogie wit da hoodie - Lips don't lie.MP3,"upbeat, energetic, pop, female, collaboration"
dataset/Dammy-Krane-Idan.mp3,"energetic,happy, Afrobeats, male, "
dataset/Felo-Le-Tee-Gorgeous-ft-Mellow-Sleazy-Masterpiece-YVK-MJ.mp3,"upbeat,happy, Amapiano, male, collaboration"
dataset/SMANGORI -Kushubile.mp3,"energetic, upbeat, afrobeats, male, danceable"
dataset/Ice-Prince ft Seyi Vibez - Accidentally.mp3,"upbeat, chill, Afrobeats, mixed, collaboration"
dataset/Spyro - Who is your guy.MP3,"upbeat, energetic, playful, pop, electronic, male, video game music"
dataset/Martin jensen ft james arthur - Nobody.MP3,"happy, upbeat, pop, male, collaboration, popular"
dataset/05-Uncle-Waffles-Angry-Birds-ft-Tony-Duardo-3TWO1-Optimist-Music-ZA.mp3,"energetic, upbeat, hip hop, mixed, collaboration"
dataset/Burna boy - Common person.MP3,"energetic, lively, afrobeat, male, burna boy"
dataset/Yaw-Tog-Obra-Ft-Roiii.mp3,"energetic, upbeat, hip hop, male, collaboration"
dataset/Wstrn - Never find.MP3,"upbeat,happy, R&B, mixed, catchy"
dataset/Shawn mendes ft khalid - Youth.MP3,"uplifting, empowering, pop, male, collaboration"
dataset/Diamond Platnumz ft Focalistic - Costa Titch Pabi Cooper  Fresh dflamz radio .mp3,"energetic, lively, Afrobeat, Hip-hop, male, collaboration, radio hit"
dataset/Patoranking - Alubarika ft. Timaya.mp3,"upbeat, happy, Afrobeat, male, collaboration"
dataset/DJ-Kush-Mood-Amapiano-Remix.mp3,"upbeat, energetic, Amapiano, male, DJ Kush, Remix"
dataset/Skales - Sawa Ft Dice Ailes.mp3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/Omah Lay - Godly (Radio Edit).mp3,"upbeat,happy, afrobeats, male, radio edit"
"dataset/WANI, Odunsi (The Engine) - No Doubt.mp3","upbeat,happy, afrobeats, mixed, collaboration"
dataset/Basketmouth-Link-Up-Ft-Boj-Duncan Mighty clean(JustNaija.com).mp3,"upbeat,happy, Afrobeat, male, collaboration"
dataset/Burna Boy - Normal.mp3,"energetic, confident, Afrobeat, male, "
dataset/Burna boy - Odogwu.MP3,"upbeat, energetic, confident, afrobeat, male, "
dataset/Bnxn fka buju - Bad since '97.MP3,"energetic, hip-hop, male, nostalgic"
dataset/Tekno - Jogodo.MP3,"upbeat, lively, Afrobeats, male, Nigerian"
dataset/Ella mai - Dfmu.MP3,"upbeat, energetic, R&B, female, pop"
dataset/Saweetie ft h.e.r. - Closer.MP3,"upbeat,dance, hip hop, female, collaboration"
dataset/Winner - Mandela.mp3,"uplifting, inspiring, pop, male, anthem"
dataset/Caltonic_SA_-_Doek_gang-RehabMp3.Com.mp3,"upbeat, energetic, Amapiano, male, dance, South African"
dataset/Starboy ft wizkid and chronixx - Jam.MP3,"energetic,dance, dancehall, male, collaboration"
dataset/David guetta ft raye - Stay (don't go away).MP3,"upbeat, energetic, dance, pop, mixed, collaboration"
dataset/Soli (feat. Oxlade) - Rhove.mp3,"upbeat, energetic, Afrobeat, male, collaboration, Nigerian artist"
dataset/Davido_-_E_Pain_Me.mp3,"sorrowful, regretful, Afrobeats, male, Nigerian"
dataset/04-Tommy-Flavour-Moyo-ft-Masauti.mp3,"upbeat,dance, bongo, male, "
dataset/Ed sheeran ft chronix and koffee - I don't care.MP3,"upbeat,happy, pop, mixed, collaboration"
dataset/Ariana grande - 7 rings.MP3,"confident,empowering, pop, female, luxurious,wealthy"
dataset/Camidoh - Beautiful.mp3,"romantic, soothing, Afrobeats, male, love song, soulful"
dataset/Bouncy - YOU(mp3).mp3,"bouncy, pop, mixed, "
dataset/Tekno and 2kingz - You can get it.MP3,"upbeat, energetic, afrobeat, male, "
dataset/Boy Spyce - So Bad.mp3,"upbeat, energetic, pop, male, catchy"
dataset/HENNYBELIT-sobonana-ngomso-ft-Sino-Msolo.mp3,"upbeat, energetic, Afro-pop, mixed, collaboration"
dataset/Matse De Learner SA - Coffin Dance Amapiano Remix_New_Song_.mp3,"upbeat, energetic, Amapiano, male, "
dataset/Mz Kiss - Wawu.mp3,"upbeat,happy, afrobeat, female, Nigerian"
dataset/Timbali and skarra mucci - Killing sound.MP3,"energetic, powerful, reggae, dancehall, male, collaboration"
dataset/Moelogo - Koshi.mp3,"upbeat, energetic, afrobeat, male, Nigerian"
dataset/Mas-Musiq-Snqanda-Mathe-ft-Mahwoo-Vyno-Miller-DJ-Maphorisa-Kabza-De-Small.mp3,"energetic,happy, amapiano, mixed, collaboration,featured artists"
dataset/05-Bloody-Civilian-I-Don-t-Like-You-Ft-JELEEL-Candy-Bleakz.mp3,"energetic, aggressive, Hip hop, Male, collaboration, rap"
dataset/Efe - 6 Pack.mp3,"energetic, lively, afrobeat, male, upbeat, danceable"
dataset/Guy sebastian ft lupe fiasco - Battle scars.MP3,"powerful, emotional, pop, hip-hop, male, collaboration"
dataset/Phyno ft tekno - Iwa.MP3,"energetic,happy, Afrobeats, male, collaboration"
dataset/Ayra Starr - 21.mp3,"upbeat, energetic, afropop, female, Nigerian"
dataset/Skiibii - Gara.mp3,"energetic,happy, Afrobeats, male, upbeat"
dataset/Olamide-Morowore.mp3,"energetic, lively, Afrobeat, male, Nigeria, dance"
dataset/Blaqbonez - Bbc.MP3,"energetic, catchy, playful, hip hop, male, Nigerian"
dataset/Mohbad - Omo Mi.mp3,"upbeat, lively, Afrobeat, male, Nigerian music"
dataset/Nasty-C-Prosper-In-Peace-ft-Benny-The-Butcher.mp3,"hardcore, calm, rap, male, collaboration, peaceful"
dataset/Mohbad - Ronaldo.MP3,"energetic,hype, afrobeats, male, Nigeria,football"
dataset/Oxlade - Kokose.MP3,"upbeat, energetic, afrobeats, male, Nigerian"
dataset/Chris brown ft davido - Nobody has to know.MP3,"upbeat, romantic, R&B, Afrobeats, male, collaboration, popular"
dataset/Boy spyce - Folake.MP3,"uplifting,happy, afrobeat, male, Nigerian"
dataset/Kweyama-Brothers-4x4-Kubo-kaSaso-ft-Madumane-Benny-Maverick-Riky-Lenyora-Shadia.mp3,"upbeat,happy, afrobeat, male, collaboration,feature"
dataset/Mr p ft simi - Zombie.MP3,"upbeat, romantic, Afrobeat, mixed, collaboration"
dataset/Laycon Odumodu In A Picanto.mp3,"upbeat,happy, afrobeats, male, Nigerian"
dataset/Ice-Beats-Slide-Sbuda-Maleather-Tamati-Ne-Sinkwa.mp3,"energetic, upbeat, hip hop, male, instrumental"
dataset/Falz-x-Ms-Banks-Bop-Daddy dflamz radio .mp3,"energetic, fun, Afrobeats, male, collaboration"
dataset/Bnxn-Traboski-Remix-Coke-Studio-Africa-2023-ft-Young-Stunna-Nikita-Kering.mp3,"upbeat, energetic, festive, Afrobeats, Remix, Male, Female, Collaboration, African music"
dataset/Wande Coal - Come My Way.mp3,"upbeat,happy, afrobeat, male, Nigerian"
dataset/Juice wrld ft nba youngboy - Bandit.MP3,"energetic, hype, rap, male, collaboration, popular"
dataset/DEBBIE GOLD - OLD SKOOL BAD.mp3,"energetic, nostalgic, hip hop, rap, female, old school"
dataset/Victony - Jolene ft Ktizo.mp3,"upbeat, emotional, hip hop, afrobeat, female, collaboration, storytelling"
dataset/Mario & chris brown - Get back.MP3,"energetic, pop, R&B, mixed, "
dataset/Easy jay - Orijo.MP3,"upbeat,happy, Afrobeat, male, danceable"
dataset/Dr Dolor Ft The Cavemen Jay Teazer Segemeh.mp3,"upbeat, energetic, Afrobeats, Afrofusion, male, collaboration"
dataset/Jorja Smith - All of This (Jorja Smith x GuiltyBeatz)_(muzmo.pro).mp3,"soulful, emotional, R&B, Afrobeat, female, collaboration"
dataset/Ajebo Hustlers - Loyalty.mp3,"upbeat, energetic, Afrobeat, male, Nigerian"
dataset/Jays million life.mp3,"energetic,happy, pop, male, upbeat"
dataset/Toby shang - Divine ( party).mp3.MP3,"party, Pop, male, "
dataset/Sound_Sultan_-_Naija_Na_Wa.mp3,"energetic,happy, afrobeat, male, Nigerian,upbeat"
dataset/Saint jhn - The best part of life.MP3,"energetic,uplifting, R&B,hip hop, male, contemporary"
dataset/Black-Sherif-YAYA.mp3,"upbeat, energetic, afrobeat, male, "
dataset/Martha-Mukisa-Ndoozako.mp3,"upbeat,happy, afrobeat, female, Ugandan music"
dataset/Falz ft buju - Ice cream.MP3,"upbeat, chill, Afrobeats, male, collaboration"
dataset/PRAIZ FT KINGXN - TONIGHT.mp3,"uplifting,happy, Afrobeats, male, collaboration"
dataset/Kizz Daniel Ft Davido - Twe Twe Remix .mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/Tiwa Savage - 49-99.mp3,"upbeat, energetic, Afrobeats, female, popular, Nigerian"
"dataset/Falz, bontle smith & sayfar - Oga falz.MP3","energetic, upbeat, Afrobeat, male, "
dataset/Ice prince - Holding on.MP3,"upbeat, hopeful, hip hop, male, emotional, loyalty"
dataset/Phyno ft duncan mighty - What i see.MP3,"uplifting, energetic, Afrobeats, male, collaboration"
dataset/Kiddo ft mayorkun - Loco.MP3,"upbeat,happy, Afrobeat, mixed, "
dataset/OLDEST VAMPIRE.mp3,"dark, mysterious, gothic metal, male, vampire, supernatural"
dataset/SOMADINA - CITRUS TEARS.mp3,"melancholic, nostalgic, pop, indie, female, heartbreak"
dataset/Ckay ft. amaarae - Show my side.MP3,"upbeat, confident, afrobeats, male and female, "
dataset/Wurld - Can't come outside.MP3,"chill, laid-back, R&B, male, soulful"
dataset/Deena Ade Ft Dremo - Sweetest Taboo.mp3,"romantic,sensual, R&B, mixed, collaboration"
dataset/Contour (Radio Edit) Joeboy.mp3,"upbeat,happy,energetic, Afrobeats, male, "
dataset/Cardi b ft sza - I do.MP3,"upbeat, confident, hip hop, female, collaboration"
dataset/Joeboy - LoseYa.mp3,"upbeat,happy, Afrobeats, male, danceable"
dataset/Justin bieber ft don toliver - Honest.MP3,"upbeat, catchy, pop, R&B, male, collaboration"
dataset/Skales - Kpete wicked.mp3,"energetic, lively, Afrobeat, male, Nigerian"
dataset/Ruger - Girlfriend.MP3,"upbeat,dance, Afrobeats, male, Nigeria"
dataset/DJ-Jaivane-uLala-Kanjani-Ft-LeeMckrazy-and-Skandisoul.mp3,"upbeat, energetic, amapiano, male, collaboration"
dataset/Juvy-Oa-Lepimpara-U-Khotsofatsoa-Keng-Ft-Malome-Vector-Lekaota.mp3,"uplifting, energetic, joyful, afrobeats, male, collaboration"
dataset/Drake ft. future & young thug - Way 2 sexy.MP3,"exciting, confident, catchy, rap, hip hop, male, collaboration"
dataset/SONTO - Solidstar.mp3,"upbeat,happy, Afrobeats, female, collaboration"
dataset/Mr-Real-Legbegbe-Ft-Idowest-Obadice dflam zradio .mp3,"energetic,upbeat, afrobeat, male, "
"dataset/Reik ft ozuna , wisin - Me niego.MP3","romantic, sad, pop, reggaeton, male, collaboration, Latin"
dataset/Teni ft. davido - For you.MP3,"upbeat,happy, Afrobeat, female,male, collaboration"
dataset/Speedometer (Radio Edit) Guchi.mp3,"upbeat, energetic, fast-paced, electronic, dance, female, radio edit"
dataset/Bayanni - Body.MP3,"energetic, upbeat, afrobeats, female, dance"
dataset/Crowd kontroller ft dapo tuburna - Must blow.MP3,"energetic, uplifting, Afrobeats, male, collaboration"
dataset/Blaqbonez Ft Lojay  Amaarae  Whistle Radio Edit Clean Version.mp3,"upbeat, hip hop, afrobeats, male, collaboration, clean version"
dataset/Ceeza Milli - Rotate.mp3,"upbeat,happy, afrobeat, male, danceable"
dataset/Burna boy ft chris martin - Monsters you made.MP3,"powerful, intense, Afrobeat, male, collaboration, thought-provoking"
dataset/Damaj ft 9ice - Mechanical.MP3,"upbeat, energetic, Afrobeat, male, collaboration, Nigerian music"
dataset/Ice-Prince - Tlc.mp3,"chill, relaxed, hip hop, male, Nigerian, rap"
dataset/DJ Enimoney - Send Her Money feat LK Kuddy x Kizz Daniel x Olamide x Kranium.mp3,"upbeat, lively, afrobeat, male, collaboration"
dataset/Alpha p - Paloma.MP3,"upbeat, energetic, afrobeat, male, Nigerian"
dataset/Sauti Sol Suzanna.mp3,"upbeat, groovy, Afro-pop, male, Kenyan"
dataset/Juice wrld ft rvssian - No good.MP3,"energetic, powerful, hip hop, rap, male, collaboration"
dataset/Sure Odd - Kolaboy  &  Kodopearl.mp3,"upbeat, energetic, Afrobeat, Male, collaboration"
